,y,drug_type,drug_dose,prediction,0,1,2,3,4,5,6,7,8,9
0,6,41,0.0,5,0.10039453839090008,0.10038412430620752,0.10055003659825702,0.10028814653879288,0.10036598145327079,0.10085792982189719,0.0999867924468281,0.10028568301573561,0.09708015608163846,0.09980661134647231
1,6,133,0.0,5,0.10039453839090008,0.10038412430620752,0.10055003659825702,0.10028814653879288,0.10036598145327079,0.10085792982189719,0.0999867924468281,0.10028568301573561,0.09708015608163846,0.09980661134647231
2,1,193,0.0,4,0.10158310249903328,0.09978709484002143,0.10098836852952207,0.097151388680287,0.1029059594405018,0.10004707747357701,0.09915276753948439,0.09953244928065544,0.10015812478738968,0.098693666929528
3,0,267,0.0,5,0.10039453839090008,0.10038412430620752,0.10055003659825702,0.10028814653879288,0.10036598145327079,0.10085792982189719,0.0999867924468281,0.10028568301573561,0.09708015608163846,0.09980661134647231
4,2,285,0.0,0,0.10084325004795842,0.10011630924846918,0.0996676471786121,0.09962104542682844,0.09965045722894578,0.10078362604671112,0.10041521218915164,0.10064098307378042,0.10042283759761893,0.097838631961924
5,3,22,0.0,0,0.10084325004795842,0.10011630924846918,0.0996676471786121,0.09962104542682844,0.09965045722894578,0.10078362604671112,0.10041521218915164,0.10064098307378042,0.10042283759761893,0.097838631961924
6,7,143,0.0,9,0.10039447016532949,0.09984463220523024,0.10004277761056818,0.0994202637489162,0.10030468406671343,0.1005545007509817,0.10008924159453793,0.09984484813871956,0.0984862774725162,0.10101830424648708
7,5,30,0.0,4,0.10158310249903328,0.09978709484002143,0.10098836852952207,0.097151388680287,0.1029059594405018,0.10004707747357701,0.09915276753948439,0.09953244928065544,0.10015812478738968,0.098693666929528
8,8,334,0.0,5,0.10039453839090008,0.10038412430620752,0.10055003659825702,0.10028814653879288,0.10036598145327079,0.10085792982189719,0.0999867924468281,0.10028568301573561,0.09708015608163846,0.09980661134647231
9,8,543,0.0,0,0.10084325004795842,0.10011630924846918,0.0996676471786121,0.09962104542682844,0.09965045722894578,0.10078362604671112,0.10041521218915164,0.10064098307378042,0.10042283759761893,0.097838631961924
10,5,571,0.0,5,0.10039453839090008,0.10038412430620752,0.10055003659825702,0.10028814653879288,0.10036598145327079,0.10085792982189719,0.0999867924468281,0.10028568301573561,0.09708015608163846,0.09980661134647231
11,8,332,0.0,4,0.10158310249903328,0.09978709484002143,0.10098836852952207,0.097151388680287,0.1029059594405018,0.10004707747357701,0.09915276753948439,0.09953244928065544,0.10015812478738968,0.098693666929528
12,4,109,0.0,4,0.10158310249903328,0.09978709484002143,0.10098836852952207,0.097151388680287,0.1029059594405018,0.10004707747357701,0.09915276753948439,0.09953244928065544,0.10015812478738968,0.098693666929528
