,y,drug_type,drug_dose,prediction,2,3,6,7,9,10,11,13,15,17
0,9,SY1596,100.0,3,0.0519365928404521,0.14063458806632223,0.10362412954682754,0.06459998805954227,0.09687774581662742,0.10337017999652284,0.13530483562633394,0.13350430476428035,0.06038475118811786,0.1097628840949734
1,9,SY1596,30.0,3,0.06934513342483554,0.18942910648433348,0.07501273653810449,0.057585129095934585,0.0774552846410739,0.07985237599276908,0.12457769854577196,0.11952192034291298,0.06273778740373405,0.14448282753052974
2,9,SY1596,10.0,17,0.07569135782602089,0.13140933360184684,0.08746967488294029,0.0552486993155396,0.0926986819651437,0.10632254836585195,0.12128280262135314,0.091692090486692,0.060315282052184976,0.17786952888242655
3,9,SY1596,1.0,17,0.10031817570650935,0.13478696394054177,0.07202334684631793,0.05976098065659038,0.08225924052911467,0.10222236089426785,0.1281784063402298,0.10187785886536192,0.0592881897020352,0.15928447651903108
4,9,SY1596,3.0,11,0.03315490202506602,0.1332876068558852,0.12334538534141568,0.06475534937629689,0.09661702822215348,0.10554548316525639,0.13917465899352532,0.10997789523552562,0.06251288258985639,0.13162880819501904
5,9,SY1596,100.0,13,0.07317473882165625,0.13072923898177055,0.10215726687711826,0.061384208234015324,0.096027570586442,0.09704977926186156,0.12415117440772375,0.13402538006617917,0.06075377023073927,0.1205468725324938
6,9,SY1596,30.0,6,0.029941349683817713,0.14404738524118924,0.1539000294465565,0.06757888707130301,0.10236307792788961,0.10076266368810373,0.14057316616245324,0.10296232170656286,0.06033725687491986,0.09753386219720415
7,9,SY1596,1.0,3,0.035032984111593946,0.16976588407729093,0.10758983031325589,0.06523026794868614,0.10297794299362029,0.09359805384636351,0.13006073215054595,0.11923654223130473,0.05807706382017749,0.11843069850716108
8,9,SY1596,150.0,11,0.0563827401448179,0.15021566708420497,0.08977857561510151,0.073019939196062,0.09053703091094582,0.09141607825765767,0.1518879204860634,0.11736217391286097,0.0657769875018442,0.1136228868904415
9,9,SY1596,100.0,11,0.03212174562896039,0.12902085426121512,0.13454128013018407,0.07515751771601113,0.10163091285164894,0.08791104411153872,0.1542406515349509,0.11719582593316981,0.06367751274131692,0.10450265509100405
10,9,SY1596,30.0,3,0.025194172611038776,0.16391951340283525,0.11634872894295262,0.06329223720041646,0.101673646747924,0.09678705305766085,0.14416543521692599,0.09228637129004988,0.059544112698587504,0.13678872883160867
11,9,SY1596,10.0,3,0.06057152323512902,0.16081437643531804,0.11725512105700173,0.06284350424630691,0.0918263632174065,0.07989042799896769,0.131498329049776,0.11885613154290904,0.06275338944959542,0.1136908337675897
