,y,drug_type,drug_dose,prediction,2,3,6,7,9,10,11,13,15,17
0,2,CSAA026102,1.0,15,3.154828285320186e-07,0.036357111005967176,0.00015888200999923525,0.00044182778078712224,0.0011965913184228973,0.00018022371124310743,0.03960982858602074,0.0002331655687253035,0.9218201154410471,1.939094958681779e-06
1,2,CSAA026102,3.0,11,2.0367618919123846e-06,6.999919673562346e-08,0.0790656175725952,3.241709259246886e-05,5.813825485611105e-10,1.944039631806919e-06,0.9208728290784269,6.014390023240916e-06,2.7172532230038875e-06,1.6353231036037138e-05
2,2,CSAA026102,10.0,13,2.694935758333305e-10,0.0010320176431518105,0.00018908351989425592,3.1302418236641946e-08,6.0835438074586764e-06,0.00029176620685366733,8.06961115902719e-06,0.9984724089199023,1.4667819488288777e-08,5.243155002456927e-07
3,2,CSAA026102,30.0,2,0.9542155766985648,0.00010040622009131472,0.0006673597167345021,0.0004137995331546347,0.011045532414660319,3.8200021464107015e-05,0.004550441930001477,0.02647568300765318,0.0024508866629970334,4.21137946787754e-05
4,2,CSAA026102,100.0,6,0.008717228578282072,6.6510440439772e-09,0.9857748601147914,4.554790027678968e-06,1.9881980193686942e-07,1.6833169201234615e-09,1.320552968447618e-10,0.005493318211076678,3.6265743648726143e-07,9.468362167407483e-06
5,2,CSAA149470,0.1,11,1.5867841296705934e-05,0.22678974382480205,0.004627282489237788,0.00022569782342323432,3.6512399335375925e-10,0.0006726069213370747,0.7637831427204123,0.0006011330498199646,0.0029884080132452613,0.00029611695130164176
6,2,CSAA149470,1.0,6,0.15789140368560894,0.35136907396190753,0.4661717069255581,1.3674848144438653e-05,1.4051594478822117e-07,0.0038740953553281702,0.004788104385827963,6.569621690076114e-07,0.0028942660710254385,0.012996877288485597
7,2,CSAA149470,3.0,11,0.001508523253328925,0.0011860391899203046,0.0007500393443511105,7.11378405735782e-06,4.285662604048461e-05,0.00036144974917940977,0.9687827452505618,0.005924065772714426,0.021415025323409487,2.214170643655331e-05
8,2,CSAA149470,10.0,6,0.011850466472135023,0.002572157269933337,0.9829611054775215,3.9609212034699944e-07,6.806526598077314e-05,3.906963383938912e-06,0.00016092497970484154,1.5117620832137624e-06,0.0020557379489104396,0.00032572776822668533
9,2,CSAA149470,30.0,15,0.010355533485326623,4.3636589011452373e-07,0.1313489887136055,1.837307738781514e-06,0.00040970132651982165,3.4996814730267715e-09,9.123900410665113e-13,6.843788916954258e-06,0.8578755503622002,1.105149208234428e-06
10,2,CSAA149470,100.0,11,3.984846089846301e-05,4.195524338957295e-07,7.657822049910999e-07,1.2075707046444192e-07,0.000786568708663455,1.099032170982471e-07,0.9990885430781801,4.643415043648195e-05,3.718756543961477e-05,2.0414555976579745e-09
11,2,CSAA149470,150.0,6,0.00039812798002404344,0.037642062076014136,0.8730300249245545,3.974494754206934e-06,0.004197356085755879,3.323481437492955e-11,3.002417552221043e-12,0.0821073955488147,0.0014256671985735608,0.001195391655271858
12,2,CSAA189597,1.0,2,0.9983615993515356,0.001622866472556171,1.2420068949969503e-05,1.373412328073604e-07,2.0889747085944109e-07,1.6811489859888e-14,1.7714693621381707e-06,1.4114492879124512e-07,4.468733283207269e-08,8.10566614019582e-07
13,2,CSAA189597,3.0,2,0.9998643438126651,1.1177648796106026e-07,0.00013102871456896622,6.314340403976805e-08,1.7511156114078753e-07,1.3400482372878407e-15,7.647916929413573e-07,2.0489650541818913e-08,3.2657988310072614e-06,2.2636113721148665e-07
14,2,CSAA189597,10.0,2,0.9998696465737582,4.8426462981145945e-08,1.4706174878885416e-08,8.521494714226878e-07,1.1445458859432598e-06,1.4672137085721985e-13,3.6556344000210376e-09,1.6221047159369528e-05,1.9911559316904775e-05,9.215733598908823e-05
15,2,CSAA189597,30.0,2,0.981433679798926,6.651423636327061e-08,0.018184420990472825,3.207324279557441e-07,2.3351690327163306e-08,9.344452029351888e-16,5.076642260926297e-07,0.0003240049915877071,1.2219717200074524e-06,5.575398471166114e-05
16,2,CSAA189597,100.0,2,0.9998542125053261,1.501636194613666e-08,9.054256268865282e-05,1.5268575053107803e-06,4.34369560576935e-06,2.5185738732945e-15,4.697884370052544e-05,1.263610499678039e-06,6.729258972363572e-10,1.1162353836310113e-06
17,2,CSAA532845,1.0,2,0.9979686638453938,1.4538605408918514e-07,2.8126323404810576e-12,2.443648729058811e-06,4.1924160291510045e-08,2.1585994603128592e-13,2.0779673568085373e-05,0.00022071196711019166,2.0144734205707076e-07,0.0017870121046138394
18,2,CSAA532845,3.0,2,0.996120484313805,1.1437778469220622e-05,2.199707414744334e-10,2.1498132540818213e-08,2.8072792523936187e-07,2.6919592383756693e-14,0.00016216478664953258,0.0036329769727797864,7.134943023249061e-05,1.2842720085955618e-06
19,2,CSAA532845,10.0,2,0.9860429657326415,0.00017127876798525045,2.2763047936569325e-09,1.428683154929703e-05,4.280268270558599e-08,1.0623562518238783e-12,1.5251850336756583e-05,0.013756098771214583,7.837095303738962e-10,7.21825132878198e-08
20,2,CSAA532845,30.0,13,0.001986242061511813,0.00015029012592679888,7.746712293455337e-12,1.7737402096734596e-07,4.92508818076437e-09,5.53856301490284e-09,3.910976543356442e-07,0.9978628861483874,6.625531573196732e-11,2.6548454986122358e-09
21,2,CSAA532845,100.0,2,0.9992400191412455,6.71436221355916e-07,4.794860295088083e-10,1.0428004487798034e-06,8.236179297685721e-07,5.576506634184469e-15,3.250123122545109e-06,0.0007483110653145273,1.170455630719988e-07,5.76429066280057e-06
22,2,CSAA026102,1.0,15,9.05241529405671e-05,3.955014239632608e-08,3.041520472287797e-08,8.467535199259825e-05,4.4109708155416564e-05,5.3484708977391055e-05,9.644026508116483e-05,7.376375182299607e-08,0.999619483728989,1.1138354764839527e-05
23,2,CSAA026102,3.0,11,5.560750102706442e-05,1.6375711863621273e-07,0.017320723079213632,9.30985046044392e-06,3.369214315242073e-10,5.761915738295066e-07,0.982527992634977,8.546536182271274e-05,7.58218253114905e-08,8.54650599313795e-08
24,2,CSAA026102,10.0,11,2.911586741189491e-06,0.01802333996152977,1.763239401665914e-06,1.9410365257718387e-05,2.8804787375518446e-07,6.079163645315609e-06,0.645825024073596,0.3356877491707285,3.5060601977007387e-10,0.0004334340406199263
25,2,CSAA026102,30.0,10,0.018777551471661425,2.39578945421746e-08,0.0897362948846214,1.0663107905965507e-05,0.0028001301431562504,0.8348345545320803,0.002448332657315942,0.051244368028668164,0.00014769348196460308,3.8773473151011273e-07
26,2,CSAA026102,100.0,15,5.0973932263079645e-06,0.10012581249024137,0.06459226763677389,2.1244885582515022e-06,7.886175221598199e-06,2.4104805495488664e-06,9.462472817493344e-05,0.011432305083271806,0.8237367119387525,7.595852298391224e-07
